General,number_of_battles,WAR,aWAR
Tariq Aziz,1,-0.03223747927035228,-0.03223747927035228
Tariq ibn Ziyad,1,0.9521678503025419,0.9521678503025419
Task Force 44,1,0.9084167765757206,0.9084167765757206
Tatikios,2,1.8368373524035944,0.9184186762017972
Tatya Tope,1,0.9528324709671498,0.9528324709671498
Tawara Chikakata,1,-1.0488649706585964,-1.0488649706585964
Tawfik Jaber,1,-1.038938892232943,-1.038938892232943
Taxiles,1,0.8780220109500347,0.8780220109500347
Taytu Betul,1,0.834180185820848,0.834180185820848
Tecumseh,4,-2.194972223990702,-0.5487430559976755
Ted Hamman,2,-0.09781672089015325,-0.048908360445076626
Tej Singh,2,-2.105717881162283,-1.0528589405811415
Tekle Haymanot of Gojjam,1,0.834180185820848,0.834180185820848
Telerig of Bulgaria,1,-1.0522313055251007,-1.0522313055251007
Telets of Bulgaria,1,-1.0484337896419436,-1.0484337896419436
Telli Hasan Pasha,1,-1.0528642775866321,-1.0528642775866321
Temür Qutlugh,1,0.9230827840751775,0.9230827840751775
Tenskwatawa,1,-1.0486233647743721,-1.0486233647743721
Teruo Akiyama,2,-1.0921055179798407,-0.5460527589899203
Tervel of Bulgaria,1,0.9515662103580564,0.9515662103580564
Teutobod,3,0.8483698599169485,0.2827899533056495
Tewodros II,1,-1.0455850988790218,-1.0455850988790218
Thadeus von Sievers,1,-0.978806546387467,-0.978806546387467
Theagenes (general),1,-1.0373564620791147,-1.0373564620791147
Theepan,2,-2.0968663133397643,-1.0484331566698821
Themistocles,3,1.758618924646722,0.5862063082155741
Theo-Helmut Lieb,1,-1.0871477046307716,-1.0871477046307716
"Theobald I, Duke of Lorraine",1,-1.0318533105037042,-1.0318533105037042
"Theobald Taaffe, 1st Earl of Carlingford",1,-1.0506488753712724,-1.0506488753712724
Theoderic the Great,1,0.9547313871517438,0.9547313871517438
Theoderich von Treyden,1,0.951566843330118,0.951566843330118
Theodor Busse,1,-1.114895539616702,-1.114895539616702
Theodor Eicke,1,0.9737205489976836,0.9737205489976836
Theodore (brother of Heraclius),2,-0.09844937646565399,-0.049224688232826996
Theodore Alyates,1,-1.0658402048480242,-1.0658402048480242
Theodore I Laskaris,1,-1.0484337896419436,-1.0484337896419436
Theodore Komnenos Doukas,1,-1.0484331566698821,-1.0484331566698821
Theodore Mavrozomes,1,-1.058719269155797,-1.058719269155797
Theodore Read,1,-0.0487119808629866,-0.0487119808629866
Theodore Stark Wilkinson,1,0.941438973859586,0.941438973859586
Theodore Trithyrius,2,-2.1024051353641937,-1.0512025676820969
Theodoric I,1,-1.0484331566698821,-1.0484331566698821
"Theodoric II, Duke of Lorraine",1,0.9436543760749456,0.9436543760749456
Theodoros Kolokotronis,1,0.9487181525671963,0.9487181525671963
Theodorus Frederik van Capellen,1,0.9476830493199342,0.9476830493199342
Theodosius I,1,0.9373246554596324,0.9373246554596324
Theophiliscus,1,0.9659497769335427,0.9659497769335427
Theophilos (emperor),1,-1.058719269155797,-1.058719269155797
Theophilus Danjuma,2,1.9031324207161129,0.9515662103580564
Theophilus H. Holmes,1,-1.0460136209646786,-1.0460136209646786
Theophobos,1,-1.058719269155797,-1.058719269155797
Theophylact Botaneiates,1,0.9515662103580564,0.9515662103580564
Theopompus (Spartan general),1,-1.047990392712841,-1.047990392712841
Theramenes,1,0.9391969317671555,0.9391969317671555
Theron of Acragas,1,0.8850046630862825,0.8850046630862825
"Thierry, Count of Flanders",1,-1.064257774694196,-1.064257774694196
Third Army (Hungary),1,0.9262476443828341,0.9262476443828341
Thlocklo Tustenuggee,1,0.951623494329625,0.951623494329625
Thomas A. Morris,1,0.9506170687517902,0.9506170687517902
"Thomas Arthur, comte de Lally",1,-1.0438994241387138,-1.0438994241387138
"Thomas Beaufort, Duke of Exeter",1,-1.0479587441097644,-1.0479587441097644
Thomas Blamey,1,-0.8642100294814452,-0.8642100294814452
Thomas Bland Strange,1,-1.0484208137146822,-1.0484208137146822
Thomas Brown (loyalist),1,0.9518197156686997,0.9518197156686997
Thomas Buford (captain),1,-1.0481169871251472,-1.0481169871251472
"Thomas Butler, 10th Earl of Ormond",1,0.951566843330118,0.951566843330118
Thomas C. Hindman,3,-2.1364201379304846,-0.7121400459768282
Thomas C. Kinkaid,4,-0.2515698165970972,-0.0628924541492743
Thomas Childs,1,0.9504588257364074,0.9504588257364074
"Thomas Clifford, 8th Baron de Clifford",1,-1.0478005010943814,-1.0478005010943814
Thomas Cloney,1,0.9510917977979387,0.9510917977979387
"Thomas Cochrane, 10th Earl of Dundonald",1,-1.0493829312482097,-1.0493829312482097
"Thomas Dacre, 2nd Baron Dacre",1,0.94333789004418,0.94333789004418
Thomas Dagworth,2,1.902759600171871,0.9513798000859355
Thomas Dixson,1,0.9516298240502403,0.9516298240502403
Thomas Dundas (British Army officer),1,-1.0455850988790218,-1.0455850988790218
Thomas E. Watson (USMC),3,2.8268377328138063,0.9422792442712687
Thomas Ewing Jr.,1,0.9510917977979387,0.9510917977979387
Thomas Fairfax,4,1.656128562511273,0.41403214062781823
Thomas FitzGerald of Laccagh,1,-1.0509653614020382,-1.0509653614020382
Thomas Forster,1,-1.0478954469036112,-1.0478954469036112
Thomas Gage,1,0.9525159849363842,0.9525159849363842
"Thomas Graham, 1st Baron Lynedoch",2,1.9207751912383966,0.9603875956191983
Thomas Graves (Royal Navy officer),1,0.9472515518172505,0.9472515518172505
"Thomas Graves, 1st Baron Graves",1,0.9542993443610838,0.9542993443610838
Thomas Green (general),2,1.9047724513275406,0.9523862256637703
Thomas Hinds,1,0.950068914946504,0.950068914946504
Thomas Horton (soldier),1,0.9691337840294902,0.9691337840294902
"Thomas Howard, 2nd Duke of Norfolk",3,-1.159700533867576,-0.3865668446225254
"Thomas Howard, 3rd Duke of Norfolk",1,0.94333789004418,0.94333789004418
Thomas J. Ryan (admiral),2,-0.1075698292999051,-0.05378491464995255
Thomas James Churchill,1,-1.046882691605161,-1.046882691605161
Thomas Jefferson Rusk,2,1.9035380490674445,0.9517690245337223
Thomas Kelly-Kenny,1,0.9468192363826022,0.9468192363826022
Thomas Knowlton,1,0.950996851988709,0.950996851988709
Thomas L. Rosser,3,-0.1400151027539519,-0.04667170091798397
Thomas M. Anderson,1,0.9455532922595395,0.9455532922595395
Thomas MacDonagh,1,-1.0488290806943699,-1.0488290806943699
Thomas Macdonough,1,0.9484768193269602,0.9484768193269602
"Thomas Mahon, 2nd Baron Hartland",1,0.95172476985947,0.95172476985947
Thomas Mathews,2,-1.0887255905308126,-0.5443627952654063
Thomas Mifflin,1,-1.0515983334635695,-1.0515983334635695
"Thomas Montagu, 4th Earl of Salisbury",2,1.8990187352882208,0.9495093676441104
Thomas Moonlight,1,-1.049066445217444,-1.049066445217444
Thomas Morgan (died 1595),2,1.8920288574463289,0.9460144287231644
Thomas Mullins (British Army officer),1,-1.043860250011349,-1.043860250011349
Thomas Müntzer,1,0.9540984150902125,0.9540984150902125
Thomas Nelson Jr.,1,0.941413798336674,0.941413798336674
Thomas Neville,1,0.9499840966902589,0.9499840966902589
"Thomas Preston, 1st Viscount Tara",1,-1.050617226768196,-1.050617226768196
Thomas Pringle (Royal Navy officer),1,0.9559060815387503,0.9559060815387503
"Thomas Randolph, 1st Earl of Moray",1,0.9491928816133447,0.9491928816133447
Thomas Robert Bugeaud,1,0.9480851805056649,0.9480851805056649
Thomas Storrow Brown,1,-1.0484081542734516,-1.0484081542734516
Thomas Stukley,1,-1.0553623824274847,-1.0553623824274847
Thomas Sumter,1,-1.0486137634533395,-1.0486137634533395
Thomas Symonds,1,-1.0455850988790218,-1.0455850988790218
Thomas T. Munford,3,1.8590237291706129,0.6196745763902043
Thomas Tollemache,1,-1.0588187795372737,-1.0588187795372737
Thomas Turpin Crittenden,1,-1.0484619568986817,-1.0484619568986817
Thomas Wentworth (British Army officer),1,-1.0575166222388874,-1.0575166222388874
"Thomas Wentworth, 2nd Baron Wentworth",1,-1.0476422580789986,-1.0476422580789986
"Thomas Wharton, 1st Baron Wharton",1,0.9525159849363842,0.9525159849363842
Thomas Williams (general),1,0.950775311767173,0.950775311767173
"Thomas de Beauchamp, 11th Earl of Warwick",1,0.9496676106594932,0.9496676106594932
"Thomas de Courtenay, 5th/13th Earl of Devon",1,-1.0478005010943814,-1.0478005010943814
Thomas de Rokeby,1,0.9515662103580564,0.9515662103580564
"Thomas de Ros, 9th Baron de Ros",2,-2.0952841996719664,-1.0476420998359832
"Thomas de Scales, 7th Baron Scales",2,-2.0952841996719664,-1.0476420998359832
Thomas le Botiller,1,-1.0484331566698821,-1.0484331566698821
"Thomas of Brotherton, 1st Earl of Norfolk",1,0.9544149011209782,0.9544149011209782
"Thomas of Lancaster, 1st Duke of Clarence",1,-1.0479587441097644,-1.0479587441097644
"Thomas, 2nd Earl of Lancaster",2,-2.095601002188763,-1.0478005010943816
Thord Krytter,1,-1.0484331566698821,-1.0484331566698821
Thorir Hund,1,0.9561239256871127,0.9561239256871127
"Thoros II, Prince of Armenia",1,-1.038938892232943,-1.038938892232943
Thrasybulus,5,4.720761152740917,0.9441522305481834
Thrasyllus,2,1.878969193537889,0.9394845967689445
Thucydides,1,-1.049066445217444,-1.049066445217444
Thutmose III,1,0.9484016665364305,0.9484016665364305
Théophile Figeys,1,-0.04843378964194358,-0.04843378964194358
Tian Cong,1,-1.038938892232943,-1.038938892232943
Tian Feng,1,0.9389070856134607,0.9389070856134607
Tian Ji,2,1.6879225527675237,0.8439612763837618
Tiberios III,1,-1.0484331566698821,-1.0484331566698821
Tiberius Sempronius Gracchus (consul 215 BC),1,0.9458697782903053,0.9458697782903053
Tiberius Sempronius Longus (consul 218 BC),1,-0.9958169542112003,-0.9958169542112003
Tigranes (general),1,-0.9862945610416065,-0.9862945610416065
Tigranes the Great,1,-1.019949730387003,-1.019949730387003
Tikka Khan,2,0.0031294151778337165,0.0015647075889168582
Timane Erdimi,1,-1.049066445217444,-1.049066445217444
Timasius,1,0.9373246554596324,0.9373246554596324
Timoleon,1,0.9398365842463545,0.9398365842463545
Timotheus (general),1,-1.0656933732632594,-1.0656933732632594
Timothy Onwuatuegwu,4,-2.1937326266795285,-0.5484331566698821
Timur,1,0.9072584825368945,0.9072584825368945
Timur Shah Durrani,1,0.5115709723648167,0.5115709723648167
Tio Li-xieng,1,0.9518830128748529,0.9518830128748529
Tipu Sultan,1,0.9523577419210013,0.9523577419210013
Tirumala Deva Raya,1,-0.9003486753005057,-0.9003486753005057
Tiryaki Hasan Pasha,1,0.952363078926492,0.952363078926492
Tissaphernes,1,-0.03577403192528631,-0.03577403192528631
Tithraustes,1,-1.00887953540991,-1.00887953540991
Tito Speri,1,-1.0492246882328269,-1.0492246882328269
Titus,2,1.8588250093809817,0.9294125046904909
Titus Flavius Sabinus (consul AD 47),1,0.9373246554596324,0.9373246554596324
Titus Labienus,2,-0.970334112019903,-0.4851670560099515
Titus Manlius Torquatus (dictator),1,0.9700732623920856,0.9700732623920856
Titus Quinctius Flamininus,2,1.8836336673718925,0.9418168336859463
Titus Veturius Calvinus,1,-1.0484337896419436,-1.0484337896419436
Toda Katsushige,1,-1.074350514215313,-1.074350514215313
Toda Shigemasa,1,-1.074350514215313,-1.074350514215313
Toda Yukimasa,1,-1.0525477915558665,-1.0525477915558665
Toghtekin,5,-3.2225439659279704,-0.6445087931855941
Togodumnus,1,-1.0009605685410634,-1.0009605685410634
Tohir Yoʻldosh,2,-2.0964871630749067,-1.0482435815374533
Tokhtamysh,1,-1.0364070039868176,-1.0364070039868176
Tokugawa Ieyasu,9,2.511368371038856,0.27904093011542846
Tolmides,1,-1.0481169871251472,-1.0481169871251472
Tom Adams (politician),1,0.9491444592506376,0.9491444592506376
Tom Barry (soldier),1,0.9515551333469796,0.9515551333469796
Tom Clarke (Irish republican),1,-1.0488290806943699,-1.0488290806943699
Tom Phillips (Royal Navy officer),1,-1.0492964681612802,-1.0492964681612802
Tomitarō Horii,1,0.9542566581055953,0.9542566581055953
Tommaso De Cristoforis,1,-1.0485917161712957,-1.0485917161712957
Tommy Franks,2,-0.09549023207799512,-0.04774511603899756
Tomo Milinović,1,0.9420719459211173,0.9420719459211173
Tomoyuki Yamashita,6,-2.061814997180807,-0.3436358328634678
Tonyukuk,1,0.9452368062287739,0.9452368062287739
Toohoolhoolzote,2,-2.0967403518995194,-1.0483701759497597
Toqui,1,-1.0483385273466832,-1.0483385273466832
Torsten Stålhandske,1,0.9468192363826022,0.9468192363826022
Tostig Godwinson,2,-0.0971834323425913,-0.04859171617129565
Totila,1,-1.043686182694428,-1.043686182694428
Touhami Zayani,1,0.9465027503518366,0.9465027503518366
Toyoaki Horiuchi,1,0.9553926349542753,0.9553926349542753
Toyotomi Hidenaga,1,0.9610611077670571,0.9610611077670571
Toyotomi Hidetsugu,1,0.9389070856134607,0.9389070856134607
Toyotomi Hideyoshi,6,3.6405634493729915,0.6067605748954986
Tozawa Yorichika,3,-3.140964560846249,-1.0469881869487496
Trafford Leigh-Mallory,3,0.4893884945448356,0.16312949818161185
Traianus (magister peditum),1,-0.04843378964194358,-0.04843378964194358
Trajan,3,2.8784366658117477,0.959478888603916
Trebonius,1,0.9563138173055721,0.9563138173055721
Treniota,1,0.9503005827210246,0.9503005827210246
Trevylyan Napier,1,-0.05145395567469847,-0.05145395567469847
Triadan Gritti,1,0.9515744389948563,0.9515744389948563
Truman Seymour,2,-2.1010530446402322,-1.0505265223201161
Trunajaya,2,-0.09971500410268586,-0.04985750205134293
Trần Quý Hai,1,-0.03767294810988028,-0.03767294810988028
Tsar,1,0.9389070856134607,0.9389070856134607
Tsuboi Kōzō,1,0.9532925168548219,0.9532925168548219
Tsuda Nobuharu,1,-1.0525477915558665,-1.0525477915558665
Tsuyuo Yamagata,1,-1.0447938838021078,-1.0447938838021078
Tugay Bey,1,-1.1117306793090453,-1.1117306793090453
Tughril,1,0.9566303033363378,0.9566303033363378
Tulayha,1,0.9420719459211173,0.9420719459211173
Tuman bay II,1,-1.0421037525405996,-1.0421037525405996
Tuqi King,1,-1.891883071744825,-1.891883071744825
Turcupichun,1,-1.0452686128482562,-1.0452686128482562
Turner Ashby,1,-1.0482119329343769,-1.0482119329343769
Turpal-Ali Atgeriyev,1,-1.0459807064174789,-1.0459807064174789
Tusun Pasha,5,2.731063784079275,0.546212756815855
Twelfth United States Army Group,1,0.9515662103580564,0.9515662103580564
Two Moons,1,0.9510285005917856,0.9510285005917856
Tōdō Takatora,4,-2.2627734930530377,-0.5656933732632594
Tōgō Heihachirō,3,0.8305357203819763,0.2768452401273254
Ualgarg Mór Ó Ruairc,1,-1.0484337896419436,-1.0484337896419436
Ubayd Allah ibn Ziyad,2,1.8945879308575013,0.9472939654287507
Ubba,1,-1.048053689918994,-1.048053689918994
Uday Hussein,1,-0.03223747927035228,-0.03223747927035228
Udi Adam,1,-1.0484337896419436,-1.0484337896419436
Uesugi Kagekatsu,3,2.7751033437946973,0.9250344479315658
Uesugi Kenshin,3,-0.18122158395964116,-0.060407194653213724
Uesugi Norimasa,3,-2.14482569042159,-0.7149418968071967
Uesugi Tomosada (16th century),1,-1.0215321605408314,-1.0215321605408314
Uglješa Mrnjavčević,1,-1.0626753445403676,-1.0626753445403676
Ugo Cavallero,1,0.7120954562424411,0.7120954562424411
Ugrin Csák (bishop),1,-1.0515983334635695,-1.0515983334635695
Ukita Hideie,6,1.5610653233049647,0.2601775538841608
Uldin,1,0.9515662103580564,0.9515662103580564
Ullco Colla,1,-1.0484331566698821,-1.0484331566698821
"Ulrich Frédéric Woldemar, Comte de Lowendal",1,0.9610611077670571,0.9610611077670571
Ulrich II von Rosenberg,1,0.9560922770840361,0.9560922770840361
Ulrich von Jungingen,1,-1.0424202385713652,-1.0424202385713652
Ulrik Frederik Gyldenløve,2,1.9056332933312232,0.9528166466656116
Ulysses S. Grant,16,9.85764716582431,0.6161029478640194
Umar,2,1.9013539145722866,0.9506769572861433
Umar al-Aqta,1,0.9594786776132287,0.9594786776132287
Umar ibn Saad,1,0.9461862643210709,0.9461862643210709
Umayyah ibn Khalaf,1,-1.0453929830668314,-1.0453929830668314
Umberto II of Italy,1,0.856803032590033,0.856803032590033
Umur of Aydın,1,0.9578962474594004,0.9578962474594004
Uncas,1,0.9512025679087067,0.9512025679087067
Union Army,1,0.947236868658774,0.947236868658774
Union Navy,1,0.947236868658774,0.947236868658774
United States Army Central,1,0.9515662103580564,0.9515662103580564
United States Navy,1,-1.0484407523346204,-1.0484407523346204
United States Seventh Fleet,1,0.9084167765757206,0.9084167765757206
United States Third Fleet,1,0.9084167765757206,0.9084167765757206
Uqba ibn Nafi,1,-1.0493829312482097,-1.0493829312482097
Uskhal Khan Tögüs Temür,1,-1.0484331566698821,-1.0484331566698821
Usuki Akihaya,1,-1.0488649706585964,-1.0488649706585964
Utbah ibn Rabi'ah,1,-1.0453929830668314,-1.0453929830668314
Uthman,1,0.9506170687517902,0.9506170687517902
Utsunomiya Hirotsuna,1,-1.0805568052786276,-1.0805568052786276
Uzi Narkiss,2,1.854897951796247,0.9274489758981235
Uzun Hasan,1,-1.0484331566698821,-1.0484331566698821
V. K. Krishna Menon,1,-1.051914819494335,-1.051914819494335
V. V. Giri,1,0.7379384560772649,0.7379384560772649
VII Corps (Ottoman Empire),1,-1.0314458661118517,-1.0314458661118517
Vadim Orlov,1,0.9325773649981475,0.9325773649981475
Vahan (Byzantine commander),1,-1.0539719786943118,-1.0539719786943118
Vahram-Arshusha V,1,-1.0446356407867248,-1.0446356407867248
Valdemar II of Denmark,1,0.951566843330118,0.951566843330118
Valdemar IV of Denmark,1,0.9508544332748644,0.9508544332748644
Valens,1,-1.0555544088481401,-1.0555544088481401
Valentin Astaviyev,1,0.9357422253058041,0.9357422253058041
Valentine Baker,1,-1.0465653709622822,-1.0465653709622822
Valentinian I,1,0.9515662103580564,0.9515662103580564
Valentín González,1,0.9577495069984134,0.9577495069984134
Valeria (gens),1,0.9228000266651761,0.9228000266651761
Valerian (emperor),1,-1.0262794510023163,-1.0262794510023163
Valerian Madatov,1,0.9408060017980546,0.9408060017980546
Valerian Zubov,1,-0.06267534454036763,-0.06267534454036763
Valerius Valens,1,-1.0484331566698821,-1.0484331566698821
Valiollah Fallahi,1,-0.21300328752288314,-0.21300328752288314
Van Imbyze van Batenburg,1,-1.0484337896419436,-1.0484337896419436
Vano Merabishvili,1,-1.0517565764789523,-1.0517565764789523
Vardan Mamikonian,1,-1.027545395125379,-1.027545395125379
Vardar Army,1,-1.0314458661118517,-1.0314458661118517
Vashistha,1,0.9515662103580564,0.9515662103580564
Vasil Kutinchev,1,0.9278378806482216,0.9278378806482216
Vasiliy Petrov (military),1,0.9278300745366626,0.9278300745366626
Vasily Blyukher,1,-0.013889122897424451,-0.013889122897424451
Vasily Borisovich Sheremetev,1,-1.040688456885405,-1.040688456885405
Vasily Chuikov,1,0.6647312902382455,0.6647312902382455
Vasily Gurko,1,-0.04843315666988205,-0.04843315666988205
Ved Prakash Malik,1,0.9420719459211173,0.9420719459211173
Velimir Terzić,1,-0.04843315666988205,-0.04843315666988205
Velip Pasha,1,-1.019949730387003,-1.019949730387003
Veljko Milanković,1,-1.0457433418944047,-1.0457433418944047
Velupillai Prabhakaran,7,-4.335234580806017,-0.619319225829431
Venkata (hill),1,-0.9003486753005057,-0.9003486753005057
Vercingetorix,2,-2.0557237623122893,-1.0278618811561446
Vere Bird,1,0.9491444592506376,0.9491444592506376
Verner Lehtimäki,1,-1.0440026687251935,-1.0440026687251935
Veselin Šljivančanin,1,0.9401730297365233,0.9401730297365233
Vespasian,2,1.9021835955958775,0.9510917977979387
Vice admiral,4,-0.13673843742526445,-0.03418460935631611
Vicente Cañas y Portocarrero,1,0.9710092869730778,0.9710092869730778
Vicente Genaro de Quesada,1,-1.0455850988790218,-1.0455850988790218
Vicente Lim,2,-2.126065426874039,-1.0630327134370194
Vicente Rojo Lluch,1,-1.0657745165825163,-1.0657745165825163
Vicho Dikov,2,-2.135714143191036,-1.067857071595518
Vicko Krstulović,1,-0.04843315666988205,-0.04843315666988205
Victor Amadeus II of Sardinia,1,0.937419601268862,0.937419601268862
