General,number_of_battles,WAR,aWAR
Francisco Mejia (general),1,-1.046122175673231,-1.046122175673231
Francisco Pizarro,4,3.786737895271844,0.946684473817961
Francisco Pérez (general),1,-1.0471675290328502,-1.0471675290328502
Francisco Solano López,1,-1.0493829312482097,-1.0493829312482097
Francisco Verdugo,1,0.957421518413252,0.957421518413252
Francisco Xavier do Amaral,1,-1.0476422580789986,-1.0476422580789986
Francisco de Almeida,1,0.9489775418279852,0.9489775418279852
Francisco de Castañeda,2,-2.098261480793135,-1.0491307403965675
Francisco de Melo,2,0.033645683982995056,0.016822841991497528
Francisco de Miranda,1,0.943039187389979,0.943039187389979
"Francisco de Moncada, 3rd Marquis of Aitona",1,-1.0620975607408956,-1.0620975607408956
Francisco de Valdez,2,-2.090853711727278,-1.045426855863639
Franciszek Kleeberg,1,0.9458697782903053,0.9458697782903053
Franciszek Latinik,2,1.8722585788893866,0.9361292894446933
Franciszek Młokosiewicz,1,0.9517111609601471,0.9517111609601471
Franco Kerskorff,1,-1.051914819494335,-1.051914819494335
Francois Gerhardus Joubert,1,0.9516456483517786,0.9516456483517786
Frank Hassett,1,0.9514652513142422,0.9514652513142422
Frank Jack Fletcher,4,1.8693186816086902,0.46732967040217255
Frank North,1,0.9515539741429664,0.9515539741429664
Frank R. Walker,1,-1.0492964681612802,-1.0492964681612802
Frank W. Johnson,2,-0.09666344579404329,-0.048331722897021645
Frank Wheaton,1,-1.0473966746294785,-1.0473966746294785
Franklin Buchanan,2,-2.094953892256732,-1.047476946128366
Franklin C. Sibert,2,1.70279739621351,0.851398698106755
Franklin Gardner,1,-1.0460598279251703,-1.0460598279251703
Franklin L. Hagenbeck,1,0.9420719459211173,0.9420719459211173
Franz Conrad von Hötzendorf,6,-5.625434585874073,-0.9375724309790122
Franz Halder,1,-1.621585070284314,-1.621585070284314
Franz Joseph I of Austria,1,-0.929860667921436,-0.929860667921436
Franz Moritz von Lacy,1,0.9768854093053402,0.9768854093053402
Franz Schlik,1,-1.0428291833346985,-1.0428291833346985
Franz Sigel,3,-3.1493530230916926,-1.0497843410305643
Franz von Hipper,3,-3.122574884326399,-1.0408582947754663
Franz von Mercy,1,-1.0432114536482793,-1.0432114536482793
Franz von Werneck,1,-1.041787266509834,-1.041787266509834
François Achille Bazaine,3,-2.0313932008206512,-0.6771310669402171
François Anthoine,1,0.419869995157774,0.419869995157774
François Certain Canrobert,3,1.7897985362940423,0.5965995120980141
François Christophe de Kellermann,1,0.941438973859586,0.941438973859586
François Darlan,2,-2.162238224787127,-1.0811191123935635
François Gaston de Lévis,4,1.8034810303056108,0.4508702575764027
François Joseph Lefebvre,2,0.9142562941312564,0.4571281470656282
François Joseph Paul de Grasse,5,-1.2438339767341984,-0.24876679534683968
"François Louis de Rousselet, Marquis de Châteaurenault",3,0.8430491479598028,0.2810163826532676
François Marie d'Aboville,1,0.941413798336674,0.941413798336674
François Mitterrand,1,0.6488159898136543,0.6488159898136543
"François Sébastien Charles Joseph de Croix, Count of Clerfayt",5,-5.171671192233402,-1.0343342384466805
François Séverin Marceau-Desgraviers,1,0.9148541472752703,0.9148541472752703
François Xavier de Schwarz,1,-1.0499842547066645,-1.0499842547066645
François al-Hajj,1,0.9503005827210246,0.9503005827210246
François de Casembroot,1,0.9469062447575083,0.9469062447575083
François de Franquetot de Coigny,1,0.9360587113365697,0.9360587113365697
François de Lorraine,1,-1.1209924299921679,-1.1209924299921679
"François de Neufville, duc de Villeroy",2,-2.084251957208603,-1.0421259786043016
François-Charles de Bourlamaque,1,-1.0485600675682192,-1.0485600675682192
"François-Henri de Montmorency, duc de Luxembourg",5,4.685357016689069,0.9370714033378137
François-Marie Le Marchand de Lignery,1,0.9514082838287043,0.9514082838287043
"François-Marie, 1st duc de Broglie",1,0.9360587113365697,0.9360587113365697
François-Nicolas-Benoît Haxo,1,0.9515662103580564,0.9515662103580564
François-Paul Brueys d'Aigalliers,1,-1.0459883206407055,-1.0459883206407055
"Frederic Thesiger, 2nd Baron Chelmsford",3,0.8511691155924427,0.2837230385308142
Frederic Wake-Walker,1,-1.0478581431523346,-1.0478581431523346
Frederick Augustus I of Saxony,1,-1.094128345563117,-1.094128345563117
Frederick Augustus Rutowsky,1,-1.0402724031665511,-1.0402724031665511
Frederick Benteen,2,-0.09748504352991105,-0.048742521764955526
"Frederick Bianchi, Duke of Casalanza",1,0.9340747079208604,0.9340747079208604
Frederick C. Salomon,1,-1.0489082022020613,-1.0489082022020613
Frederick C. Sherman,1,1.0406246189618718,1.0406246189618718
Frederick Coyett,1,-1.0484331566698821,-1.0484331566698821
Frederick Crocker,1,-1.0505912333133194,-1.0505912333133194
Frederick Dobson Middleton,2,-0.09654856136487544,-0.04827428068243772
Frederick Hambright,1,0.9512816894163981,0.9512816894163981
"Frederick Henry, Prince of Orange",5,4.767814100412157,0.9535628200824314
Frederick I of Denmark,1,-1.0252900739912132,-1.0252900739912132
"Frederick I, Holy Roman Emperor",2,-0.1031966669271388,-0.0515983334635694
Frederick II of Denmark,1,0.9529907139825327,0.9529907139825327
"Frederick II, Duke of Austria",1,-1.0515983334635695,-1.0515983334635695
"Frederick II, Holy Roman Emperor",2,-0.10237411973317878,-0.05118705986658939
"Frederick III, German Emperor",2,1.8855947534304325,0.9427973767152162
Frederick IV of Denmark,1,-0.9580335705288916,-0.9580335705288916
"Frederick IV, Duke of Holstein-Gottorp",1,0.9085903858767164,0.9085903858767164
Frederick Louis of Württemberg-Winnental,1,-1.0357740319252864,-1.0357740319252864
"Frederick Louis, Prince of Hohenlohe-Ingelfingen",1,-1.0102969064486504,-1.0102969064486504
Frederick Moosbrugger,2,1.8921425056983057,0.9460712528491528
"Frederick Roberts, 1st Earl Roberts",2,1.8963872793540073,0.9481936396770037
Frederick Scherger,1,-1.053581911926474,-1.053581911926474
"Frederick Schomberg, 1st Duke of Schomberg",2,1.8597706833865908,0.9298853416932954
Frederick Stanley Maude,2,1.8714844506116082,0.9357422253058041
Frederick Steele,4,3.7861692444227293,0.9465423111056823
Frederick Stopford,1,-1.0484337896419436,-1.0484337896419436
"Frederick VI, Duke of Swabia",2,1.890241582295539,0.9451207911477695
Frederick William III of Prussia,2,0.019916399040703858,0.009958199520351929
"Frederick William, Duke of Brunswick-Wolfenbüttel",1,0.960408575500144,0.960408575500144
"Frederick William, Elector of Brandenburg",3,0.7403559845792611,0.24678532819308704
Frederick the Great,14,8.189264180846225,0.584947441489016
Fredrick Mugisha,1,0.9573582212070988,0.9573582212070988
French Forrest,1,0.9504796283720416,0.9504796283720416
French Navy,1,0.948402211824407,0.948402211824407
Fridolin von Senger und Etterlin,1,-1.0484331566698821,-1.0484331566698821
Friedrich Adolf Riedesel,1,-1.0463446653528594,-1.0463446653528594
Friedrich August von Finck,1,-1.0440026687251935,-1.0440026687251935
Friedrich Baum,1,-1.047990392712841,-1.047990392712841
Friedrich Bonte,1,0.9530048518530327,0.9530048518530327
Friedrich Caspar von Geismar,2,-1.0941376999284043,-0.5470688499642021
Friedrich Freiherr Kress von Kressenstein,5,-3.2291317021624995,-0.6458263404324999
Friedrich Freiherr von Hotze,1,-1.0243805348177224,-1.0243805348177224
Friedrich Graf Kleist von Nollendorf,3,-1.0467150208842344,-0.34890500696141147
Friedrich Paulus,2,-0.04690165192095197,-0.023450825960475985
Friedrich Sixt von Armin,3,1.614266054369852,0.5380886847899506
Friedrich Weber (general),1,0.9663829103001556,0.9663829103001556
Friedrich Wiese,1,-0.9558613091569566,-0.9558613091569566
Friedrich Wilhelm Freiherr von Bülow,1,0.9832151299206534,0.9832151299206534
Friedrich Wilhelm von Jagow,1,-1.044192560343653,-1.044192560343653
Friedrich Wilhelm von Steuben,1,0.941413798336674,0.941413798336674
"Friedrich Wilhelm, Fürst zu Hohenlohe-Kirchberg",1,-1.0376729481098803,-1.0376729481098803
Friedrich Zobel,1,-1.0440026687251935,-1.0440026687251935
Friedrich von Arensdorff,1,-0.9875956952598688,-0.9875956952598688
Friedrich von Spörcken,1,0.9464538604160829,0.9464538604160829
Friedrich von Tiefenbach,1,0.9504588257364074,0.9504588257364074
"Friedrich, Count von Fürstenburg",1,-1.0373564620791147,-1.0373564620791147
Friedrich-Georg Eberhardt,1,0.9389647276714138,0.9389647276714138
Friedrich-Wilhelm Müller,1,0.9524526877302311,0.9524526877302311
Frisians,1,0.951566843330118,0.951566843330118
Fritigern,2,0.9195115222663283,0.45975576113316413
Fritz Bayerlein,1,0.951566843330118,0.951566843330118
Fritz von Below,9,-6.435897777056877,-0.7150997530063197
Frix Michelier,1,-1.1152430766401598,-1.1152430766401598
Fruzhin,1,-1.0553961658327573,-1.0553961658327573
Frédéric-Georges Herr,1,0.5907724517712318,0.5907724517712318
Fu Jian (337–385),1,-1.3237763199220391,-1.3237763199220391
Fu Rong,1,-1.3237763199220391,-1.3237763199220391
Fu Zuoyi,2,-3.0716439210700663,-1.5358219605350332
Fuad Qalaf,1,-1.0515983334635695,-1.0515983334635695
Fugai,1,0.9420719459211173,0.9420719459211173
Fukushima Masanori,1,0.9357422253058041,0.9357422253058041
Fulvia,1,-1.033242143679161,-1.033242143679161
Fyodor Apraksin,1,0.9656621119317536,0.9656621119317536
Fyodor Koriatovych,1,0.9444455911518598,0.9444455911518598
Fyodor Kuznetsov,2,-0.08792103273092988,-0.04396051636546494
Fyodor Mstislavsky,1,0.9578962474594004,0.9578962474594004
Fyodor Radetzky,4,3.7755669623920793,0.9438917405980198
Fínghin Mac Carthaigh,1,0.9515662103580564,0.9515662103580564
Führer,1,-1.0484331566698821,-1.0484331566698821
G.V. Ravipriya,2,1.9030976072527286,0.9515488036263643
Gabaedus,2,-1.2667621394836552,-0.6333810697418276
Gabi Ashkenazi,1,0.8958649854293306,0.8958649854293306
Gabriel Bethlen,1,0.9642259680747137,0.9642259680747137
Gabriel Dumont (Métis leader),3,0.8544606335790335,0.28482021119301115
Gabriel Valencia,1,-1.046218070940553,-1.046218070940553
Gabriel de Luetz,1,0.9659497769335427,0.9659497769335427
Gabriel de Mendizábal Iraeta,1,0.9566303033363378,0.9566303033363378
"Gabriel, comte de Montgomery",1,-0.05729508201735137,-0.05729508201735137
Gaius Atilius Regulus,2,1.826182147851464,0.913091073925732
Gaius Cassius Longinus,3,-2.7921361974126966,-0.9307120658042322
Gaius Claudius Nero,2,1.925995320785097,0.9629976603925485
Gaius Duilius,1,0.936751779251948,0.936751779251948
Gaius Flaminius Nepos,1,-1.038938892232943,-1.038938892232943
Gaius Laelius,1,0.9515662103580564,0.9515662103580564
Gaius Lutatius Catulus,1,0.9228000266651761,0.9228000266651761
Gaius Marius,3,1.8626117313014032,0.6208705771004678
Gaius Pontius,1,0.951566843330118,0.951566843330118
Gaius Scribonius Curio,2,-0.10858690917985658,-0.05429345458992829
Gaius Sosius,1,-0.9997593552196472,-0.9997593552196472
Gaius Suetonius Paulinus,1,0.9484016665364305,0.9484016665364305
Gaius Terentius Varro,1,-0.9581705110536721,-0.9581705110536721
Gaius Vibius Pansa Caetronianus,2,1.876231741073093,0.9381158705365465
Gal Hirsch,1,-1.0484337896419436,-1.0484337896419436
Galba,1,0.9373246554596324,0.9373246554596324
Galeotto I Malatesta,1,0.9074951307300476,0.9074951307300476
Galerius,1,0.9515662103580564,0.9515662103580564
Gall,1,-1.0479270955066877,-1.0479270955066877
Gall (Native American leader),2,-0.09689859491490216,-0.04844929745745108
Gallienus,2,1.884143575356204,0.942071787678102
Galvarino Riveros,1,0.9507035318387198,0.9507035318387198
Gamal Abdel Nasser,2,-1.9419532690754167,-0.9709766345377083
Gamo Yorisato,1,-1.074350514215313,-1.074350514215313
Gamō Ujisato,1,0.8819396000756414,0.8819396000756414
Gan Ning,1,0.9389070856134607,0.9389070856134607
Gan Yanshou,1,0.951566843330118,0.951566843330118
Gang Gam-chan,1,1.017395621243345,1.017395621243345
Gang Hong-rip,1,-1.0110881215255647,-1.0110881215255647
Gang Min-cheom,1,1.017395621243345,1.017395621243345
Gannys,1,0.9547313871517438,0.9547313871517438
Ganymedes (eunuch),1,-1.021808727652791,-1.021808727652791
Gao Xianzhi,1,-1.0167848700793465,-1.0167848700793465
Gar Trinring Tsendro,1,0.8249721145378222,0.8249721145378222
"García Hurtado de Mendoza, 5th Marquis of Cañete",2,1.896544579875501,0.9482722899377505
"García de Toledo Osorio, 4th Marquis of Villafranca",1,0.9534970916317578,0.9534970916317578
"García Álvarez de Toledo, 1st Duke of Alba",1,-0.01894538378134761,-0.01894538378134761
"Garnet Wolseley, 1st Viscount Wolseley",1,0.949639164259711,0.949639164259711
Garnier de Nablus,2,-0.11379156819202652,-0.05689578409601326
Gaspar Graziani,1,-1.0515350362574163,-1.0515350362574163
Gaspard II de Coligny,4,-2.0404431275604806,-0.5101107818901202
Gaspard de Saulx,2,1.8283023177256255,0.9141511588628127
Gaspard de Vallier,1,-1.0497998232863441,-1.0497998232863441
Gaspard-Joseph Chaussegros de Léry,1,0.9514525918730116,0.9514525918730116
"Gaston IV, Viscount of Béarn",2,1.8754482232479717,0.9377241116239858
"Gaston of Foix, Duke of Nemours",1,0.944287348136477,0.944287348136477
Gastone Gambara,1,-1.0373564620791147,-1.0373564620791147
Gavril Radomir of Bulgaria,1,-1.0484331566698821,-1.0484331566698821
Gaza Division,1,0.8958649854293306,0.8958649854293306
Gebhard Leberecht von Blücher,10,-2.170133494657903,-0.2170133494657903
Gedik Ahmed Pasha,1,-0.07964404053493082,-0.07964404053493082
Gelawdewos,1,0.9433298776072219,0.9433298776072219
Gelimer,2,-2.0886383095119188,-1.0443191547559594
Gelo,1,0.8850046630862825,0.8850046630862825
General Headquarters (Pakistan Army),1,-0.932916071926446,-0.932916071926446
General of the branch,1,0.9768854093053402,0.9768854093053402
General officer,8,-0.5551534213547287,-0.06939417766934108
General officer commanding,4,-0.34950351318671935,-0.08737587829667984
Generalfeldmarschall,1,0.8188836070714796,0.8188836070714796
Geng Chong,1,1.073336676170939,1.073336676170939
Genghis Khan,1,0.9515662103580564,0.9515662103580564
Geoffrey I of Vianden,1,0.9756970205419813,0.9756970205419813
Georg Andreas von Rosen,1,-0.04597270619809332,-0.04597270619809332
Georg Carl von Döbeln,3,2.8529589073630506,0.9509863024543502
"Georg Friedrich, Margrave of Baden-Durlach",2,-1.1065441619994751,-0.5532720809997376
Georg Karl Wichura,1,-1.0365652470022004,-1.0365652470022004
Georg Stumme,1,-0.9517409164857223,-0.9517409164857223
Georg von Derfflinger,1,0.9499832080708188,0.9499832080708188
Georg von Frundsberg,3,2.9187456716344395,0.9729152238781466
Georg von Küchler,2,-0.38170437400092205,-0.19085218700046103
Georg von der Marwitz,6,-1.784222873224386,-0.29737047887073104
Georg-Hans Reinhardt,1,-0.8503955801411557,-0.8503955801411557
George A. Porterfield,1,-1.0484081542734516,-1.0484081542734516
George Alan Vasey,1,0.9452368062287739,0.9452368062287739
George Armistead,1,0.9542815553164676,0.9542815553164676
George Armstrong Custer,5,1.7554820924699395,0.35109641849398787
George Augustus Wetherall,1,0.9515286552605051,0.9515286552605051
George Ayscue,1,-1.049818545172445,-1.049818545172445
George B. Crittenden,1,-1.0465662055743954,-1.0465662055743954
George B. McClellan,11,5.327931418224949,0.48435740165681357
George Brett (general),1,-1.0339282875345126,-1.0339282875345126
"George Brydges Rodney, 1st Baron Rodney",3,1.8431929804606972,0.6143976601535658
George Burrows (Indian Army officer),1,-1.0492170925680886,-1.0492170925680886
George Cathcart,1,-0.04874995918667848,-0.04874995918667848
George Croghan (soldier),2,-0.09659476832536718,-0.04829738416268359
George Crook,5,-1.2501902866594736,-0.2500380573318947
George Dewey,2,1.888957579727961,0.9444787898639805
George Downie,1,-1.0417013487108806,-1.0417013487108806
George E. Stratemeyer,1,0.9066862757932701,0.9066862757932701
"George Elphinstone, 1st Viscount Keith",1,0.9521362016994653,0.9521362016994653
George Erskine,1,-1.0484337896419436,-1.0484337896419436
George F. Moore (general),1,-1.0525477915558665,-1.0525477915558665
"George Germain, 1st Viscount Sackville",1,0.9464538604160829,0.9464538604160829
"George Gordon, 1st Marquess of Huntly",1,0.9509335547825558,0.9509335547825558
"George Gordon, 2nd Marquess of Huntly",1,0.9481429888604822,0.9481429888604822
"George Gordon, 4th Earl of Huntly",2,-0.09734167535797422,-0.04867083767898711
"George Goring, 1st Earl of Norwich",1,-1.049066445217444,-1.049066445217444
"George Goring, Lord Goring",1,-0.9795035856224138,-0.9795035856224138
George H. Cameron,1,0.631120869419493,0.631120869419493
George H. W. Bush,2,1.6089276394884142,0.8044638197442071
George Hawi,1,-0.13377386757579596,-0.13377386757579596
George Henry Thomas,5,4.6720475131512496,0.9344095026302499
"George Howe, 3rd Viscount Howe",2,-2.08927128157345,-1.044635640786725
"George I, Earl of March",2,1.9087348564327264,0.9543674282163632
George II of Great Britain,1,0.9401730297365233,0.9401730297365233
George II Šubić of Bribir,1,-1.0484331566698821,-1.0484331566698821
George Izard,1,0.9519463100810059,0.9519463100810059
George Johnstone (Royal Navy officer),1,-0.049152635660385594,-0.049152635660385594
George Kenney,1,1.0406246189618718,1.0406246189618718
George M. Jones,2,1.897752791165158,0.948876395582579
George M. Parker (general),1,-1.0864117968477922,-1.0864117968477922
George MacDonnell,1,0.951401954108089,0.951401954108089
George Madison,1,-1.0481169871251472,-1.0481169871251472
George Meade,11,3.1704235999681822,0.28822032726983476
"George Monck, 1st Duke of Albemarle",5,0.699580787844172,0.1399161575688344
George Monro (British Army officer),1,-1.0476422580789986,-1.0476422580789986
"George Munro, 1st of Culcairn",1,0.9495044822210896,0.9495044822210896
"George Olivier, count of Wallis",1,-1.0610929143865393,-1.0610929143865393
George Palaiologos,2,-0.12471771701920387,-0.06235885850960193
George Pearkes,1,0.9059925384138318,0.9059925384138318
George Pickett,2,-0.09015744245959356,-0.04507872122979678
George Pocock,1,-0.049584133163069255,-0.049584133163069255
George Pomeroy Colley,3,-3.1451684260456227,-1.048389475348541
George Prévost,2,-2.0890693825418456,-1.0445346912709228
"George Ramsay, 9th Earl of Dalhousie",1,0.9740192520619476,0.9740192520619476
George Rogers Clark,1,0.951566843330118,0.951566843330118
George Rooke,2,-0.0981614388198766,-0.0490807194099383
George S. Patton,2,1.8692687319102177,0.9346343659551088
George Sinclair (mercenary),1,-1.0485284189651425,-1.0485284189651425
"George Stanley, 9th Baron Strange",1,0.9553643592132751,0.9553643592132751
George T. Anderson,1,-0.04843315666988205,-0.04843315666988205
"George Talbot, 4th Earl of Shrewsbury",1,0.9553643592132751,0.9553643592132751
George Taylor (British Army officer),1,0.9514652513142422,0.9514652513142422
"George Townshend, 1st Marquess Townshend",1,0.9501739883087182,0.9501739883087182
George V of Hanover,1,0.9575797614286348,0.9575797614286348
George W. Casey Jr.,1,-1.069954523247978,-1.069954523247978
George Washington,13,-0.6575721801509683,-0.05058247539622833
George White (British Army officer),1,0.9476104514595164,0.9476104514595164
George Wootten,1,0.9422301889365001,0.9422301889365001
"George, Duke of Saxony",1,0.9496676106594932,0.9496676106594932
Georges Chreim,1,0.9503005827210246,0.9503005827210246
Georges Maurice Jean Blanchard,1,-1.1750278854621778,-1.1750278854621778
Georges Nader,1,0.9503005827210246,0.9503005827210246
Georges de Pimodan — Wikipédia,1,-1.0452686128482562,-1.0452686128482562
Georgii Stackelberg,1,-1.0349828168483721,-1.0349828168483721
Georgios Hatzianestis,1,-1.0067828667096501,-1.0067828667096501
Georgios Karaiskakis,1,-1.0493829312482097,-1.0493829312482097
Georgiy Zakharov,1,-0.7903040529350214,-0.7903040529350214
Georgy Zhukov,10,5.501616658608906,0.5501616658608907
"Gerald FitzGerald, 15th Earl of Desmond",1,-1.0503707955065835,-1.0503707955065835
Gerald Graham,2,-0.0957592452041457,-0.04787962260207285
Gerald Templer,1,0.8711790750296089,0.8711790750296089
"Gerard Lake, 1st Viscount Lake",5,2.768276673235703,0.5536553346471406
Gerard Muirhead-Gould,1,-0.05116629067290936,-0.05116629067290936
Gerard de Glymes,1,-1.0376460355888213,-1.0376460355888213
Gerard de Ridefort,3,-1.1711817047615414,-0.39039390158718046
Gerard of Florennes,1,-1.0520730625097179,-1.0520730625097179
"Gerard, Duke of Lorraine",1,-1.046534556971319,-1.046534556971319
Gerd von Rundstedt,11,1.3349083828078494,0.1213553075279863
Gerhard Kauffmann,1,0.9663829103001556,0.9663829103001556
Gerhard Wilck,1,-1.0427367246021308,-1.0427367246021308
Germanic kingship,1,0.8882693206909547,0.8882693206909547
Germanicus,1,0.9389070856134607,0.9389070856134607
Ghazi (warrior),1,-1.0528642775866321,-1.0528642775866321
Gheorghe Avramescu,2,-0.07908043138279541,-0.03954021569139771
Giambertoldo,1,0.9597794826084404,0.9597794826084404
Gian Giacomo Medici,1,0.9309649956552144,0.9309649956552144
Gian Giacomo Trivulzio,2,1.8646777184722376,0.9323388592361188
Gibuld,1,-1.0484331566698821,-1.0484331566698821
Gideon Johnson Pillow,1,-1.0433155775524012,-1.0433155775524012
Gideon W. Thompson,1,0.9518038913671615,0.9518038913671615
Gilbert Motier de La Fayette,1,0.9499840966902589,0.9499840966902589
Gilbert Talbot (soldier),2,1.907247372088128,0.953623686044064
"Gilbert de Clare, 7th Earl of Gloucester",2,1.8983857632266894,0.9491928816133447
"Gilbert de Clare, 8th Earl of Gloucester",1,-1.0423094684605974,-1.0423094684605974
"Gilbert du Motier, Marquis de Lafayette",2,0.889498978842339,0.4447494894211695
Gindibu,1,0.09243041832705498,0.09243041832705498
Giordano d'Anglano,1,0.9461862643210709,0.9461862643210709
Giorgi Karkarashvili,1,-1.0484331566698821,-1.0484331566698821
Giovanni Andrea Doria,2,-0.1522008634766937,-0.07610043173834685
Giovanni Battista Cacherano di Bricherasio,1,0.9515706411624871,0.9515706411624871
Giovanni Giolitti,1,-1.0421037525405996,-1.0421037525405996
Giovanni Marchese di Provera,1,-1.0481936834847023,-1.0481936834847023
Giovanni Ordelaffi,1,-1.0527060345712493,-1.0527060345712493
Giovanni da Barbiano,1,-1.0459015849097875,-1.0459015849097875
Giovanni dell'Ischia,1,-1.0527060345712493,-1.0527060345712493
Gisgo,1,0.8374319611744174,0.8374319611744174
Giuseppe Arimondi,1,-1.0448728291725662,-1.0448728291725662
Giuseppe Ellena,1,-1.0448728291725662,-1.0448728291725662
Giuseppe Galliano,1,-1.0488078761303086,-1.0488078761303086
Giuseppe Garibaldi,4,3.790916534884214,0.9477291337210535
Glafcos Clerides,1,-1.035141059863755,-1.035141059863755
Glaucias of Macedon,1,0.936691683398101,0.936691683398101
Gnaeus Cornelius Scipio Asina,1,-1.0459883206407055,-1.0459883206407055
Gnaeus Cornelius Scipio Calvus,4,1.92700559755335,0.4817513993883375
Gnaeus Domitius Calvinus,1,-1.0484337896419436,-1.0484337896419436
Gnaeus Fulvius Centumalus Maximus,1,-1.0421037525405996,-1.0421037525405996
Gnaeus Hosidius Geta,1,0.9373246554596324,0.9373246554596324
Gnaeus Julius Agricola,1,0.9441291051210942,0.9441291051210942
Gnaeus Mallius Maximus,1,-1.0231145906946597,-1.0231145906946597
Gnaeus Manlius Vulso,1,-1.0484331566698821,-1.0484331566698821
Gnaeus Papirius Carbo (consul 113 BC),1,-1.0579280540788827,-1.0579280540788827
Gnaeus Pompeius (son of Pompey the Great),1,-1.0262794510023163,-1.0262794510023163
Go Eop-baek,1,-1.038938892232943,-1.038938892232943
Gobrias,1,-0.03577403192528631,-0.03577403192528631
Godemar du Foy,1,-1.047325772048233,-1.047325772048233
"Godert de Ginkell, 1st Earl of Athlone",1,0.9578962474594004,0.9578962474594004
"Godfrey II, Duke of Lower Lorraine",1,-1.0520730625097179,-1.0520730625097179
"Godfrey IV, Duke of Lower Lorraine",1,0.9436543760749456,0.9436543760749456
Godfrey of Bouillon,5,4.650692982894625,0.930138596578925
Godfried van Voorst tot Voorst,2,-0.1651014463454945,-0.08255072317274725
Godigisel,1,0.951566843330118,0.951566843330118
Goichi Oya,1,-1.0458892419545878,-1.0458892419545878
Golda Meir,1,0.8770112440853083,0.8770112440853083
Goncales de Medran,1,0.9534970916317578,0.9534970916317578
Gongsun Xi,1,-0.9724768257721538,-0.9724768257721538
Gongsun Zan,2,-1.9542486378732462,-0.9771243189366231
Gonville Bromhead,1,0.9505039862090512,0.9505039862090512
Gonzalo Fernández de Córdoba,3,2.8458290593422193,0.9486096864474064
Gonzalo Fernández de Córdoba (1585–1645),3,0.8301575855662442,0.27671919518874805
Gonzalo Pizarro,4,3.786737895271844,0.946684473817961
Gonçalo Vasques Coutinho,1,0.9514715810348575,0.9514715810348575
Gopal Gurunath Bewoor,1,0.7379384560772649,0.7379384560772649
Goran Hadžić,1,0.9401730297365233,0.9401730297365233
Gordey Levchenko,1,-1.0110881215255647,-1.0110881215255647
Gordon Bennett (general),2,-2.26552419875489,-1.132762099377445
Gordon Drummond,2,-1.0986325114030586,-0.5493162557015293
Gordon Granger,2,1.8988030790168304,0.9494015395084152
Gorgias (general),1,-1.0468510430020845,-1.0468510430020845
Gorgoleon,1,-1.047990392712841,-1.047990392712841
Gorgopas (2nd century BC),1,-1.0484337896419436,-1.0484337896419436
Gottfried Heinrich Graf zu Pappenheim,3,-1.2099833265003523,-0.40332777550011745
Gottfried VI of Ziegenhain,1,0.9756970205419813,0.9756970205419813
Gotthard Heinrici,1,-0.805767809066341,-0.805767809066341
Gotō Mototsugu,1,-1.0482435815374533,-1.0482435815374533
Gouverneur K. Warren,7,5.619284161170742,0.8027548801672488
Graham Henry Stokes,1,0.9509911968405089,0.9509911968405089
Graham N. Fitch,1,0.9504158668369307,0.9504158668369307
Grand Duke Nicholas Nikolaevich of Russia (1831–1891),1,0.9104233428445511,0.9104233428445511
Grand Prince of the Hungarians,1,0.9578962474594004,0.9578962474594004
Grand vizier,3,-1.0266181579306148,-0.34220605264353826
Graves B. Erskine,1,0.8448368130125867,0.8448368130125867
Green Clay,1,0.9524526877302311,0.9524526877302311
Gregorio García de la Cuesta,2,-0.10007592957130496,-0.05003796478565248
"Gregory, Byzantine General",1,-1.0539719786943118,-1.0539719786943118
Grigore I Ghica,1,0.9420719459211173,0.9420719459211173
Grigori Shtern,2,1.0573358897834686,0.5286679448917343
Grigoriy Vladimirovich Rosen,1,-0.0038421261507422463,-0.0038421261507422463
Grigory Dolgorukov,1,0.9523260933179247,0.9523260933179247
Grigory Korganov,1,-1.0476666897658138,-1.0476666897658138
Grigory Spiridov,1,0.9485460443253015,0.9485460443253015
Gruffudd ab Owain Glyndŵr,1,-1.0484337896419436,-1.0484337896419436
Gruffydd ap Gwenwynwyn,1,0.9367923305131832,0.9367923305131832
Gruffydd ap Rhys,1,0.9293725857716846,0.9293725857716846
Gu Zhutong,1,-1.1433792823856117,-1.1433792823856117
Guan Linzheng,2,1.7480548986129998,0.8740274493064999
Guan Yu,2,-0.08737236538885562,-0.04368618269442781
Guglielmino Ubertini,1,-1.0371506028931328,-1.0371506028931328
Guglielmo II da Verona,1,-1.0418171781147634,-1.0418171781147634
Guglielmo Pecori Giraldi,1,0.9824939653008089,0.9824939653008089
Gugsa Welle,1,-1.0515983334635695,-1.0515983334635695
Guido Starhemberg,3,0.8762206306243265,0.29207354354144216
Guido da Landriano,1,0.952674227951767,0.952674227951767
Guillaume Brune,5,0.7060238709840969,0.14120477419681937
Guillaume Cale,1,-1.0470092860174673,-1.0470092860174673
"Guillaume Emmanuel Guignard, vicomte de Saint-Priest",1,-1.044192560343653,-1.044192560343653
Guillaume da Durfort,1,0.9321656466261836,0.9321656466261836
Guillaume de Bette,1,-1.1165977265269489,-1.1165977265269489
Guillaume de Contres,1,0.942355642109852,0.942355642109852
Guillaume de Sonnac,1,-1.043686182694428,-1.043686182694428
Guillaume des Barres,1,0.942355642109852,0.942355642109852
Guillermo Endara,1,0.96011164967476,0.96011164967476
